id;url;title;company;date;seniority;description;recommendation
3967582649;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3967582649;Senior AWS DevOps Engineer - Remote - Latin America;FullStack Labs;2 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a Senior AWS DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 4+ years of professional experience as a DevOps Engineer or in similar positions. Develop and maintain infrastructure automation scripts using Terraform, Ansible, or similar tools. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Ensure automated testing and code quality checks are integrated into the CI/CD pipelines. Expertise in Disaster Recovery, Availability Zones, and multi-region failover setup and configuration. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g., JavaScript, Python, or Bash). Proficiency in AWS. Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;2
3973233791;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3973233791;Azure DevOps Engineer - Remote - Latin America;FullStack Labs;6 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of professional experience as a DevOps Engineer. Strong expertise in Azure. Proficient in Google Cloud Platform services and tools. Strong experience with Pulumi for infrastructure as code (IaC). Expertise in automation tools such as Terraform, Ansible, Jenkins, and Cloud Build. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g. Python). Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;3
3967586251;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3967586251;Senior AWS DevOps Engineer - Remote - Latin America;FullStack Labs;2 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a Senior AWS DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 4+ years of professional experience as a DevOps Engineer or in similar positions. Develop and maintain infrastructure automation scripts using Terraform, Ansible, or similar tools. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Ensure automated testing and code quality checks are integrated into the CI/CD pipelines. Expertise in Disaster Recovery, Availability Zones, and multi-region failover setup and configuration. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g., JavaScript, Python, or Bash). Proficiency in AWS. Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;4
3973232879;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3973232879;Azure DevOps Engineer - Remote - Latin America;FullStack Labs;6 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of professional experience as a DevOps Engineer. Strong expertise in Azure. Proficient in Google Cloud Platform services and tools. Strong experience with Pulumi for infrastructure as code (IaC). Expertise in automation tools such as Terraform, Ansible, Jenkins, and Cloud Build. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g. Python). Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;1
3973234752;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3973234752;Azure DevOps Engineer - Remote - Latin America;FullStack Labs;6 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of professional experience as a DevOps Engineer. Strong expertise in Azure. Proficient in Google Cloud Platform services and tools. Strong experience with Pulumi for infrastructure as code (IaC). Expertise in automation tools such as Terraform, Ansible, Jenkins, and Cloud Build. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g. Python). Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;8
3967581878;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3967581878;Senior AWS DevOps Engineer - Remote - Latin America;FullStack Labs;2 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a Senior AWS DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 4+ years of professional experience as a DevOps Engineer or in similar positions. Develop and maintain infrastructure automation scripts using Terraform, Ansible, or similar tools. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Ensure automated testing and code quality checks are integrated into the CI/CD pipelines. Expertise in Disaster Recovery, Availability Zones, and multi-region failover setup and configuration. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g., JavaScript, Python, or Bash). Proficiency in AWS. Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;9
3973235613;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3973235613;Azure DevOps Engineer - Remote - Latin America;FullStack Labs;6 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of professional experience as a DevOps Engineer. Strong expertise in Azure. Proficient in Google Cloud Platform services and tools. Strong experience with Pulumi for infrastructure as code (IaC). Expertise in automation tools such as Terraform, Ansible, Jenkins, and Cloud Build. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g. Python). Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;0
3973232878;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3973232878;Azure DevOps Engineer - Remote - Latin America;FullStack Labs;6 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of professional experience as a DevOps Engineer. Strong expertise in Azure. Proficient in Google Cloud Platform services and tools. Strong experience with Pulumi for infrastructure as code (IaC). Expertise in automation tools such as Terraform, Ansible, Jenkins, and Cloud Build. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g. Python). Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;1
3967582698;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3967582698;Mid-Level/Senior DevOps Azure/Terraform Engineer - Remote - Latin America;FullStack Labs;2 days ago;Associate;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 4+ years of professional experience as a DevOps engineer. Proven experience working with Ansible. Proven experience working with Terraform. Proficiency with Azure Pipelines. Experience with Windows IIS. Advanced English is required. Experience working on Agile/Scrum teams. Successful completion of a four-year college degree is required. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;3
3967583634;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3967583634;Senior AWS DevOps Engineer - Remote - Latin America;FullStack Labs;2 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a Senior AWS DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 4+ years of professional experience as a DevOps Engineer or in similar positions. Develop and maintain infrastructure automation scripts using Terraform, Ansible, or similar tools. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Ensure automated testing and code quality checks are integrated into the CI/CD pipelines. Expertise in Disaster Recovery, Availability Zones, and multi-region failover setup and configuration. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g., JavaScript, Python, or Bash). Proficiency in AWS. Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;7
3967583669;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3967583669;AWS Developer - Remote - Latin America;FullStack Labs;2 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire An AWS Developer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of experience as an AWS Developer or similar role in a fast-paced environment. Advanced English is required. Proficiency in C# programming language. Strong knowledge of SQL. Experience with either Server or Oracle databases. Familiarity with the AWS platform, particularly Lambda and DynamoDB. Demonstrated ability in API development. Experience working on Agile / Scrum teams. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive mindset and a can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;7
3973237388;https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3973237388;Azure DevOps Engineer - Remote - Latin America;FullStack Labs;6 days ago;Mid-Senior level;About FullStack FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential. We’re Most Proud Of Offering life-changing career opportunities to talented software professionals across the Americas. Building highly-skilled software development teams for hundreds of the world’s greatest companies. Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users. Our 4.5-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Position We're Looking To Hire a DevOps Engineer To Join Our Team. You'll Work With Our Incredible Clients In One Of Two Ways Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis. Design & Build: You will work on a FullStack product team to build and deliver a product to our clients. What We Are Looking For 5+ years of professional experience as a DevOps Engineer. Strong expertise in Azure. Proficient in Google Cloud Platform services and tools. Strong experience with Pulumi for infrastructure as code (IaC). Expertise in automation tools such as Terraform, Ansible, Jenkins, and Cloud Build. Experience with Continuous Integration/Continuous Design, implement and maintain CI/CD pipelines to streamline the software delivery process. Knowledge of microservices architecture. Proficiency with containerization and orchestration tools (e.g., Docker, Kubernetes). Knowledge of version control systems (e.g., Git). Strong proficiency in scripting languages (e.g. Python). Familiarity with Agile/Scrum methodologies. Advanced English is required. Successful completion of a four-year college degree is required. Forensic attention to detail. A positive, optimistic, can-do attitude. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. An understanding of best practices and a commitment to following them. Ability to consistently work 40 hours per week. What We Offer Competitive pay in your local currency. 100% remote work. The ability to work with leading startups and Fortune 500 companies. English Classes. Virtual company events each month. Ample opportunity for career advancement. Continuing education opportunities. Depending on your location other benefits may apply. FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process. Learn more about our Applicants Privacy Notice. Show more Show less;8
